content,score
"Org belanja udh jarang, akun malah diblokir.....lah, gw udh lama blm buka, sekarang toped tambah aneh, Gulung TIKER aja lu kaya TUTUP LAPAK",1
Susah namatin nya karna pay to win,5
Banyak discon nya,5
"di hp kentang, aplikasi ini jauhhhh lebih ringan daripada olshop orange. walaupun katalog barangnya banyak kurang nya, setidaknya yg barang ORI banyak sih",5
keren,5
ok,5
"E commerce yang buruk, ini error itu error. Isinya kok bermasalah melulu.",1
Jlek,1
"Update baru 10 - 3 - 2025 bikin ribet,mau lihat pemberitahuan/transaksi hrs klik profile,chat error...saya kurangin ☆ byk yg komplain akibat update baru.biar cepat diperbaiki..",1
"Apk nya sangat berguna untuk belanja online, tapi masih agak berat sih, lemot, trus waktu saya mau sambungin Tokopedia ini ama tiktok shop kok gk bisa, padahal di tiktok shop notif nya udh tersambung, aneh sih",1
"Bintang Lima buat Tokopedia, bersihkan toko toko yang suka nakal kepada Konsumen, biar selalu kami betah dan nyaman berbelanja lewat Tokopedia ini..",5
lambat dalam pembayaran,4
klo bisa kurir jne ga Adain ja di toped sangat lambat,1
Sering error :(,1
"Kaga ada diskon ,kaya sebelah dong gratis ongkir terusssss ,saya hapus🙏",1
bagus,5
Bye tokopedia.. UNINSTAL,1
TOLONG PERCEPAT MASA KIRIM PAKETNYA!,4
"Saya pesan barang dari tgl 3, dan pada tanggal 4 keterangannya sudah dikembalikan ke pengirim, tapi sampai tgl 11, belum bisa dicancel dan ajukan refund, ini terlalu buang2 waktu, semestinya kalau gbsa dikirim, sistemnya lgsg batalkan dan refund, saya buang2 waktu menunggu cmn untuk refund dana nya, pdahal lagi butuh sama barangnya, KECEWA banget.",1
Mw coba dulu kl jelek gk enak mw di hapus,5
"Kecewa, kalau ada promo sudah di co malah dibatalkan oleh sistem",1
good,5
"Jarang dapat gratis ongkir, udah gitu kalau ada promo di CO malah dibatalkan oleh pihak sistrmnya",1
semua ada dan banyak discoun,5
"Transaksi pake Qris ga guna malah rugi, di qrisnya udah sukses terkirim tapi di Tokopedia malah belum sukses disuruh bayar lagi. Mana uangnya ga kembali. Tokopedia kembalikan uangku!!! Ada ga email yang bisa dihubungi untuk memberikan bukti pembayaran & kerusakan di aplikasi Tokopedia? Update terbaru, saldo kembali setelah beberapa hari tapi jadi Saldo Tokopedia",5
Update terus. Tapi masih aja banyak seller bodong & biaya ongkir tetap mahal.,1
Gak pernah dapet gratis ongkir dan diskon potongan lagi.. jadi males belanja disini,1
juara,5
Mantap,5
"Pusing di toko sini menunya ribet ,.toko ny tulisan free ongkir pas di cek out smua toko ta cek 1 per 1 tetp aja ongkir 15,500 aneh trus free ongkir ny ga bisa di klik anehh",1
Bagus pelayanan nya,5
Bagus,5
Saya KECEWA Tidak ada respon dari penjual (toko siluman). Gak jelas!.#gag fashion #murbang toko Seumpama di jawab dari penjual kita bisa pindah toko lain buat beli barang yg kita mau (sudah 4 hari no respon) (tolong buat pihak TOKOPEDIA buang aja penjual spt ni) tlong di cek toko²/penjual² yg gak niat jualan.,1
saya beli barang menggunakan jasa Alfamart tapi malah paket di tolak sistem sehingga untuk menarik kembali harus terkena administrasi. walau cuma 2.000 tapi cukup berguna uangnya,1
"sekarang ini mulai banyak penjual gak ngerespon, orderan sy sering diabaikan sampai sistim membatalkan orderan pada waktu yg udh lumayan lama. Admin tokped tolong lah di tindak lanjuti penjual penjual model begini, niat gak sih tuh penjual jualannya....please penjual kayak gini ditegur atau ditutup aja, ngeselin banget oderan di cuekin",4
siplah,5
Setelah update level membership tidak bisa di temukan,1
"tokopedia ga bikin ribet, mengesankan👍",5
Lokasi login tidak sama,1
siiip,4
"Sekarang tokopedia susah belanja, di tunggu beberapa hari eh trs2 pembatan sistem.. Ini gmna apakah aplikasi tokopedia bangkrut atau gmna trs2 seperti ini yg otomatis pembeli semua kecewa....",3
grecep and amanah,5
semoga saya bisa terpilih untuk memakai spay leter nya,5
"Saya sudah lama belanja online dengan toko pedia, bagus, bertanggung jawab, misal barang gak ada tapi sudah bayar dananya dikembalikan, sukses terus toped.",5
bagus sekali,5
Good,5
UPLOAD TAMBAH PRODUK KENAPA 95% TERUSS??????,1
Gw sering banget belanja disini ga dikirim tiba2 di cancel ga taunya tokonya udah tutup tapi masih bisa Terima order. Di refund sih tp kan ada jasa nya ga di refund walau cuma 2 rb. Kalo toko sudah ga aktif beberapa hari tuh kasih notif lah ke customer kaya Shopee. Payah,1
mantaps,5
"Aplikasi rusak sudah berbulan-bulan tidak ada perbaikan, tidak bisa upload file/gambar/foto pada ulasan selalu gagal, jadi tidak bisa maksimal mmberikan ulasan tntang keadaan produk yg d beli",1
knp pesanan saya dibatalkan sistem??,1
Gak tenang belanja di sini barang nya gak nyampe - nyampe udah 5 hari masih belum ada status shipping terbaru,2
mantul,5
"Jelek bgt asli pelayanannya ga bgt. Ada seller nipu udh diaduin ke cs nya, udh pake video unboxing dan ss an kalo tu toko isi ulasannya org2 yg ketipu, alih2 bilang akan ditangani malah ngmng akan kami pelajari dulu, lah apanya udh jelas2 nipu bgtu, masi ada jg tokonya jualan smpe skrng. Mau retur barang, nanya2 ama cs balesnya lama bgt, di chat jam 10 pagi bales set 10 malem, bgtu trus gmn mau cpt kelar masalahnya. Di chat jam 1 siang gabales ampe besoknua hadehhh. Ga lagi2 belanja disini bye..",1
Koplak minta update malah tidak bisa update makin kesini makin parah,1
Ga kaya toko sebelah ..,3
mudah simpel,4
"Pengiriman lama, barang mahal, jarang ada diskon / promo Mengecewakan customer",1
"Lama kelamaan makin butut ,ga jelas , berat , lelet , lemot bgt , pindah aja ke toko sebelah , lama2 bikin emosi apk nya",1
"Tolong dong saya penguna lama dan pas komplain itu barang tanggal 5 dan tunggu tanggal 8 kenapa sampai sekarang tangggal 10belum bisa di klam males ini wah, jangan bikin penguna pada lari hadehh",3
sangat puas belanja di Tokopedia,2
alhamdulillah dengan adanya Tokopedia ini bisa membantu orang2 untuk berinteraksi dan bertransaksi.,5
Parah gak nongol ke toko untuk beli selalu gitu setelah update parah Tolong di perbaiki,3
mantap,5
Sangat recomended,5
Akun saya diretas orang. Mau ngubah nomor telepon dengan email saja tidak bisa. Apakah ada kerjasama dengan sipembobol?,1
bagus,5
"Hahahahah Aku sudah lama berhenti dri aplikasi ini krna kualtas nya makin buruk, dan aku cba kembali ke aplikasi ini dan setelah aku liat bnyk yg ngasih bintang 1 dan komen negatif aku ngk jadi isntal aplikasi burik ini,kukira sudah bagus ternyata makin parah,",1
baik puas belanja di tokopedia murah,5
"coba kalo kirim ke Sumsel jgn pakek sicepat halu?, gak nyampe"" dah seminggu, padahal dah bayar dulu, mending kalo cod, ini dah bayar barang gak nyampe""",3
aku karna banyak gratis ongkir,5
Pokok nya mantap belanja di toko pedia selalu ada bonus semoga lancar terus toko pedia,5
Bagus berguna banget,5
Marketplace dengan Pengiriman Terlama sampai Rumah No 1 se -Indonesia 😢😢😄😄😄👎👎👎paling lama sampainya,1
"Tokopedia ud kalah saing ama shopee . gratis ongkir ud jarang banget , transfer virtual account kena biaya . klo orange pdhal aplikasi luar , sering gratis ongkir , transfer virtual account gratis .",1
Sangat membantu,5
"potongan ongkir sangat rendah, aplikasi ini tidak pantas mendapatkan bintang 5",1
"Metode pembayaran saya di blokir tanpa alasan yang jelas, issu melanggar ketentuan padahal murni untuk transaksi aja",1
sangat membantu.semoga barangnya yg mau d kirim baik,5
Mantul Mantap betul,5
"Applikasi tidak amanah, lebih membela seller tanpa mempertimbangkan hak pembeli, pengiriman terlalu lama, pengajuan pembatalan harus menunggu persetujuan penjual, beda dengan app sebelah, jika barang belum dikirim maka jika pembeli ingin membatalkan langsung diproses tanpa menunggu persetujuan penjual.",1
"kurir rekomendasi gak jalan, banyak barang gak bisa di beli, tolong perbaiki kurirnya, NYUSAHIN PEMBELI",1
tokped mantep,5
Apk ga mau Rugi!!! Udh dapet voucher 45k setelah co malah di batalkan sistem mana voucher nya ga kembali lagi😠 auto unistal apk begini bintang 0,1
"SISTEM BUSUK!!! PAKAI SAMEDAY DARI PAGI GA ADA 1 PUN DRIVER AMBIL. PAKAI INSTANT DARI JAM 3 SORE GA ADA DRIVER AMBIL JUGA, SEKALI AMBIL LANGSUNG CANCLE. KOMPLAIN SELLER JUGA GA NGERTI KARNA SISTEM OTOMATIS DARI TOKPED. KOMPLAIN TOKPED GA PERNAH SEKALIPUN ADA SOLUSI. YANG PASTI SAYA RUGI ONGKIR SAMEDAY, RUGI ONGKIR INSTANT, RUGI WAKTU, DAN HAL LAIN YANG SEHARUSNYA BARANG TERSEBUT SAYA BUTUH UNTUK DIGUNAKAN HARI INI. SE SAMPAH ITU KAH SISTEM KALIAN?!!!",1
aplikasi ini sangat membantu makasih,5
mudah dan murah trimakasih tokopedia,5
Pengiriman lambat masa udah di kurir 3 hari gak sampai,3
Good,5
ok,5
ekspedisi nya lelet semua. cepetan shope,1
"Jujur saya kecewa pada malam hari jam 22.17 server leg, mau pesan barang malah otomatis ke batalkan karena alasan invoice, alasan seperti itu tak menjelaskan kesalahan pembeli walaupun bisa diperiksa tapi sudah saya bilang server leg dan mau minta bantuan ke cs tidak muncul-muncul, apalagi saya benar-benar kecewa karena pesanan dibatalkan otomatis oleh sistem saya jadi kena pelanggaran dan tidak bisa pesan barang lewat Cod. Tolong developer dengarkan keluh kesah ini, yakin orang lain juga begini",3
"Ongkir turunin napa? Percuma juga kasih diskon harga kalau ongkir perlu bayar juga, mana mahal lagi masa harus bayar 20-24k. Wkwk mana sudi gw, sama saja kalau gitu mending gk usah diskon diskon segala, percuma kalau ongkir pun masih ada harga barang tetap sama. 👎",2
"halo lebih di tingkatkan lagi fiturnya dan lain lain jangan bikin bingung,menurutku kalau di shop tiktok itu bagus tampilanya dari pada di tokpednya jadi afliate nya tapi ngak bisa nge tag produk dan ngak bisa ngepos foto ,😮‍💨 lapoe email ngak belum di respon",1
"Bug, lag",1
the best,5
"Barang murah tapi ongkir gak di kasih diskon, kalo di aplikasi sebelah harga diskon ongkir Mun murah. Ongkirnya di kasih diskon dong",3
"Saller nakal dan prosedur refund dari tokopedia ribet sekali. Jelas2 kesalahan dari seller. Barang sudah sampai pada seller, tapi dana refund tidak cair2. Setelah ini gak lagi2 pake dah",1
Bagus apk nya bisa ada promo nya,5
"pembayaran cepat, pengembalian dana bagus, barang sesuai",5
ok,5
Bagus apk nya,5
baik,5
Oke,5
"Selamat malam, tolong bantuannya dari pihak tokopedia. Saya mendapatkan pesan melalui gmail, bahwa akun tokopedia yang tercantum gmail saya telah login diperangkat lain. Saya kaget, kok bisa lolos verifikasi tanpa sepengetahuan pemilik gmail? Tolong tangguhkan akun tersebut! User id 14852988 Dengan data gmail saya pribadi. Sedangkan no wa yang terdaftar wa orang asing yang tak dikenal. Mau saya ubah gak bisa karna verifikasi perubahan apapun pake nomor. Berasa dihack data saya! Tolong!",1
sering dapat promo tapi tiap udah co pasti dibatalin.. kenapa Tokoped sekarang gini🙄,1
"Tokped gk da pilihan batalkan pesanan kh? Co tgl 6 tgl 7 status menunggu kurir,beberapa kali chat penjual nya gk di bls,ni baru dpt blsan penjual ternyata barang nya kosong tp gk bsa di batalkan status nya masih sma menunggu kurir smpai skrng.",3
baik dan cepat,5
Semoga lancar,4
ok good,5
mantablah kuy,5
"Lagi lagi belanja disini membuat kecewa barang tdk sesuai admin seperti berpihak ke penjual, tdk mau liat bukti barang yg rusak dr penjual nakal",1
"Ada notif pesan, tapi waktu buka pesan & di refresh gak ada pesan. Tapi iconnya selalu ada 3 pesan belum di baca.",2
Susah kasih bintang setelah transaksi selesai,3
Tokopedia sering forclose tiba2 dan tampilan loading + notifikasi klaim kupon malah memperlambat kinerja,3
sangat bagus,5
"yang mau aktifin gopaylater pikir pikir dulu dah wkkwk , denda nya gak ngotak + telat 1 hari kena denda 50 ribu wkwkw , mending apk sebelah telat bayar paling denda 2% , + wa lu juga bakal di spam ama dc + diancam agar dibayar hari itu juga 😂🤣🤣",1
Klaim asuransi saya 13.5jt ga turun padahal barang sudah saya kirim. Dzolim sumpah,1
"Bintang satu. pengiriman sangat lambat c, dan bonus voucher gak bisa digunakan. Mending beli di toko sebelah.",1
OK baik,5
Ini gimana caranya hapus chat,5
"pengiriman lama, barang juga ga di kirim sesuai alamat, jelek",1
Oke baguss,4
Bos tokped. Benerin lah aplikasi. Makin lama di pake makin lemot aja lah . Buka 1 produk jg lamanya . Benerin lg yah. Dr pd gw pundah ke oren,2
Semakin kesini semakin mengecewakan saja.. Bebas ongkirnya akal-akalan.. semakin ngibul.. ga ada yg benar-benar murni bebas ongkir. Bintangnya sy kurangi 3 yah..,2
Semoga berkah dan sukses,5
sangat mengecewakan pengiriman selalu lambat. pesenan juga slow respon. pesenan sudah 3hari masih dalam proses belum dikirm. pihak tokopedia juga nggak tegas payah payah payah,1
kasih bintang 5 karena saya merasa puas belanja d tokped,5
"Kasi promo terus,,pas sudah di pakai voucher promo malah di batalkan siste",1
Alhamdulillah murah...,5
Kalo user mau update apk pasti d update.. Ga usah pake notif setiap pindah menu muncul terus.. Itu sangat mengganggu..,1
oke,3
pesanannya tiba-tiba dibatalkan yang awalnya dapat potongan harga setelahnya gak ada,2
okeh,5
"Saya minta suapaya apk ini di ubdate dan diberi fitur gogle maps Dan kirim nomor kurir yang bawa paket Soalnya bisa langsung nanya le kurirnya ""paket saaya kapan bisa dikirim kerumahnya"" Soalnya saya punya paket udah nyampe kurir tapi gak dateng dateng Masa harus nunggu estimasi tanggal sampai Mana lama lagi Tolong tokopedia di update apknya Kalau sudah baru saya kasih bintang 5",3
Good,5
👍👍👍,5
good job,5
oke,5
good app,5
mantaaap,5
"sedikit masukkan untuk kalian para developer Tokopedia. mbok ya Tokopedia dikasih rating untuk ekspedisi jasa pengiriman. jadi kan kita bisa ngasih ulasan buat para ekspedisi bukan cuman produk nya doang. terkadang kita juga mendapatkan perlakuan random baik secara estimasi pengirimannya, barang yang penyok, kurir yang agak gimana. jadi para ekspedisi biar bisa berbenah lewat ratingnya sebagai bahan evaluasi mereka",3
Good,5
"kalo ongkirnya dikit lgsg dibatalin sama sistemnya jir pelit ongkir co, 2x kaya gitu tapi yg kena malah semua akunku gadapet promo lagi. but sejauh ini produknya (semisal promo) murah bgt tp yaa minusnya gitu deh",3
ok,5
good,5
Sudah lancar kembali,5
mudah dn dpt d percaya,5
"Saya mau mengajukan komplain, saat saya klik tombol ""ajukan komplain"" malah tertolak. Gak ada solusi dari CS Tokopedia. Gak ada solusi dr penjual juga. Bagaimana ini?",2
Bagus,5
ok,5
Saya kasih bintang 2 karna rekomendasi pengeriman dari pihak tokped menggunakan ID express sangat tidak rekomendasi karna pelayanannya buruk banget,2
bagus,4
"Sy coba belanja lewat toko ini, barang gua nyampe² Toko apaAn",1
"bagus sangat bermanfaat, bnyk diskon harga murah",5
"pesan instan dll sangat lambat, disemua toko",1
"sangat membantu, layanan bagus belanja lebih mudah",5
"Pelayanan tokepedia tidak memuaskan klau ada bintang nol sya ksih nol dah,bisanya cuman bisa ngambil untung doang dari transaksi mending apk oren...",1
baii,4
waa. penggunaan Tokopedia sangat mudah tapi masih banyak penjual yang licik,5
Minta update padahal udah update terbaru,1
"Halo kak saya ada beli barang di hari Sabtu pas saya check out udh langsung cancel kanmalah sama penjual nya di tolak dan gopay nya tidak di balikin dan malah proses pengiriman tapi , saya sudah ajukan di chat tapi ga cepat di repson nya tolong tindakan nya secepat nya",1
"Maaf aku kasih bintang 1, ga tau kenapa tiba² gopaylaterku diblokir pdahal tgl 1 pas jatuh tempo kemaren udah aku bayar sesuai rincian",1
Ga asik lagi Toped.. terlalu berpihak pada seller yg sesuka hati ganti harga..bye,1
Aslinya sih aku suka belanja di tokopedia tapi pengirimannya lama sekaliiii dan informasi tentang status pengiriman pun tidak jelas,3
"Menyediakan promo, tapi di batalkan sistem, yang refund susah di cairkan, ga rekomen banget pake tokped",1
"apasi kurir gak jelas udah 2mggu belum dijemput""pesanan",1
sangat mantap dan nyaman,5
Penggantarannya lama sekali,1
Pantesan banyak rating bintang 1 Emang aplikasi gak kompeten Pantesan kalah saing sama shopee,1
Kurir rekomendasi nya bayar tapi kualitas sangat 👎👎👎,1
Poko Tokopedia top,5
"stop pake id express yaaa, mending JNE/ jnt aja udah bener kurir nya, udah gila Expres apaan gada express"" nya",2
sangat membantu ketika kita membutuhkan sesuatu saat kita dalam kondisi tidak pegang uang.,5
"Ini bug apa kebijakan? Ngeselin banget! Ada diskon potongan harga 15K pas mau pembayaran masukin PIN via gopay. Sengaja mau kembali dulu buat ngecek lagi, eh diskonnya malah ilangg!!",2
Jelek kurir rekomendasinya terutama J&T pengirimannya sangat lambat ongkir mahal..haha..,2
Kecewa dengan pengiriman nya sangat lama beda sama toko oren,2
proses cepat,4
"Dana saya g tau kemana,jadi milik siapa. Cs Tokopediacare tidak ada solusi malah bikin bingung jawabannya. Cs tokopedia wa juga g ada jawaban untuk dana saya. Review akan saya edit kalau ada kejelasan untuk dana saya kemana. Terimakasih.",1
Mengecewakan app ini bikin rugi orang lain app ini sudah dua kali di rugikan Krena pesan barang taunya toko offline bahkan sampai saat ini offline kalau offline kenapa harus ada di app seharusnya ada pemberitahuan khusus soal itu memang mengecewakan,1
"Layanan tidak memuaskan tidak bisa komplain pada hari saat barang sampai, apk belanja online terburuk mending shopeeeeeeee",1
Tokopedia gak guna skrg .. saya ajukan komplen barang bermasalah dan meminta pick up baranf yg bermasalah barangnya tidak di pick up. dan tiba tiba saja pesanan selesai .. karena komplen selesai . . kan aneh . saya rugi dapat barang rusak yg ratusan ribu tanpa pertanggung jawaban tokopedia.. buat apa asa fitu konfirmasi pesanan dan komplen pesanan.. udh gitu chat bot nya gangguan dan responnya lemot ga guna.. Rugi saya ... tanggung jawab tokopedia,1
Asli jangan mau download aplikasi ini tokopedia fiturnya gak guna kalau mau belanja di Shopee aja tau lazada jelek amat,1
Toped burik lama2,1
"Icon voucher nya mana? Kok malah ilang, mau liat list voucher gabisaa",1
wahhh bagus banget,5
"Walaupun masih ada kendala disana sini seperti contoh aplikasi masih termasuk lamban untuk era sekarang ini mungkin dikarenakan butuh server yang sangat mumpuni untuk melayani begitu banyak tugas aplikasi , namun aplikasi masuk kategori aplikasi yang bagus menurut saya .",5
Sempurna sekali aplikasih ini,5
"Kecewa banget, masa kemarin udah cekout barang yang berdiskon, dan udah bayar. Malah di batalkan sistem. Pas cek barang yg sama udah ga diskon lagi. Klo ga niat kasih diskon. Ga usah embel2 bertuliskan diskon gitu. Bikin kecewa aja.",1
voucher promo ga jelas infonya,4
pernah punya pengalaman kurang menyenangkan belanja di sisi. komplain barang tidak lengkap ditolak seller karena tidak ada video unboxing (susah upload😔) harusnya ada aturan seller menimbang berat barang sebenarnya sebelum masuk kurir. pembeli juga menimbang sebelum dibuka untuk memastikan barang yg diterima sama persis. jadi ada jejak forensik yg jelas,3
Sudah mulai,1
Paling suka belanja di tokped,5
"Jasa kirim tolong diganti dengan yang lebih amanah pak, usahakan jangan siCepat, dan JNE, tidak pernah tepat waktu untuk tiba paket",2
"Sepertinya ada bug di Tokopedia, Tiba-tiba Keluar akun sendiri dan susah verifikasi, (Samsung Galaxy A05) Mohon perbaiki, Terimakasih",3
Makin kesini kurir rekomendasi nya banyak abal abal.. ngehambat kerjaan orang jadinya..,1
Mudah,5
Ok,5
"sering banget bermasalah kalau beli sesuatu ditokoes.semua kebijakannya nyusahin pembeli.proses pembatalan susah,retur barang susah,bahkan mau chat sama cs aja susah.cukup tau aja sih tokped ini ancur banget.",1
bagus apk nya belanja nya juga murah murah,5
"Saya tidak bisa menggunakan voucher apapun, dengan alasan akun saya melanggar aturan, padahal saya tidak tahu dan tidak melanggar apapun",1
Mantap,5
Saya sebagai seller sangat di rugikan dengan kebijakan Tokopedia. Aplikasi jelek sepanjang masa,1
"PARAH BGT SOLUSI DARI TOKOPEDIA, BELI BRG DARI 27 FEB, SAMPAI 10 MARET, GA JELAS ITU BRG ADA DMN, SOLUSI TOKOPEDIACARE KELAMAAN, DUIT GA BALIK², PEMBELI HRS MENUNGGU 3 HARI UTK INVESTIGASI BRG, STLH 3 HARI, MSH DIPERPANJANG MAKIN GA JELAS, MENGECEWAKAN!!!!! SAYA SDH SKRINSUT UTK BUKTINYA!!!",1
KEBAANYAKAN UPDATE MENUH MENUHIN RUANG AJAA,1
Terlalu sulitembuat pin,1
Diskon nya gak ngontak voucher ongkir nya selalu ada,5
"gajelas, kurir rekomendasi sejatinya unrecomended, seminggu loh paket saya gak bergerak, mending di toko oren",1
ok siiiiiiiih,5
cukup bintang yg bicara.,5
"Kalian bikin aplikasi ini smakin ditinggalkn pengguna setia. Saya menggunakan apk ini bbrp bln sejak muncul pertama kali, tp skrg jd smakin malas menggunakan krn terus menerus muncul notifikasi WAJIB UPDATE yg sangat mengganggu smtr hampir stiap bln pasti ada update even bulanan 1-1; 2-2; 3-3 dst.. Pdhal tdk semua pengguna mengejar event tsb. Dan jika trjadi komplain/mslh transaksi di event² tsb, pembelilah yg dirugikan krn pngantian hanya sbatas uang yg disetor bkn hrga brng sblm diskon. RUGI!",1
bagus banyak promonya,5
bagus.,5
mantap,5
apalaj ni aplikasi nyediain kurir nggk becus kerja semua ongkir mahal pelayanan nggk becus paket nggk gerak gerak apalah pantes mulai sepi aplikasi mending ke shoope aja yg jelas kerja kurirnya,1
"Woyyyy....Toped yg bener aja dong info tagihan airnya AETRA,Sudah dibayar,kenapa masih ada Tagihannya???? Lagi Error apa sableng sih?????? !!!!!!!!!!!!betulin tuh servernya,Ngacoooo!!!!!!!!",1
mantsp puas banget disconnya boos,5
Promonya gak jelas.,1
Sangat bagus,5
"aplikasi yg sangat membantu, menunya tidak ribet, praktis, kalau biasa banyakin promo² nya",5
Terimakasih,5
oke,5
Aplikasi bagus bermanfaat&mempermudah untuk di jamam skrng yg ingin belanja apapun,5
mantap,5
mantap,5
"Barang terlambat datang, total 3 barang yg tidak sesuai dengan estimasi kedatangan dan terlambat. Ingin menanyakan kejelasan di harus menunggu 2 hari. Mau menghubungi CS juga tidak bisa. Terus kita harus menunggu tanpa kejelasan? Sudah telat, masak harus menunggu lagi sih. Setidaknya berikan kami penjelasan kenapa bisa telat dan status shiping tidak ada perubahan selama beberapa hari..? Males lama2 pakai tokopedia.",1
system gajelas,1
UI/UX nya lebih bagus yang lama,3
mantap,5
aplikasi the best gak pelit promo,5
Cek keranjang ngebug,2
"kenapa setelah update kok jdi aneh ya,tiba2 pesanan dibatalkan krn tidak memenuhi syarat,terus yg salah pembeli gitu? lalu tiba2 setelah itu promo diakunnya hilang pdhal gak jdi kepakai ini gimana ya? makin diupdate bukan nya makin lebih baik gitu",1
good,5
toko online terbaik,5
Ok.,5
mantul harga terjangkau,3
mantap,5
Harga murah,5
ok,5
"Setiap Ada permasalahan dengan proses pesanan. Selalu penyelesaiannya yang sangat tidak memuaskan. Dibatalkanpun harus menunggu kedua belah pihak, padahal pesanan masih di proses, status proses sudah seminggu, hampir 8 hari belum masuk ke pengiriman. Chat seller ga pernah di balas. Minta penyelesaian pembatalan via customer care sangat tidak memuaskan. buang buang waktu belanja di Tokopedia, tidak seperti lazada dan shopee. Selalu ada garansi kepuasan pelanggan..",1
"menampilkan barang dewasa !, jelas2 umur gua 33 tahun .aplikasi cacat",1
"Kenapa gk dari dulu gw instal nih apk, biasa beli di lazada/shope trs nyoba apk tokped eh di kasih diskon langsung 27k, baru beli 3/4 hari eh dapet diskon lagi 27k, eh besok nya dpt lagi diskon 20k, ini bener² di luar dugaan",5
"pelayanan terbaik, cepat,aman,",5
Pernah ketipu sama Syamsudin karyawan tokoped gopay 300 RB melayang ke BRInya,1
Oke,5
mantabbb,5
Baik n cepat,5
sangat membantu,5
"apaan banget coba ni aplikasi , kurir bermasalah terus , Tokopedia care juga ga guna , pesanan ga dikirim kirim padahal katanya udah tiba di tujuan",1
Ok,5
"Udh gk nyaman aplikasi tokped,lemot sekarang mh",1
Jan masuk tok keren banget gan ye,5
Habis update malah force close mulu,1
"Saya pengguna lama, semenjak Tokopedia release.. baru kali ini saya gak bisa maklum dengan cacat aplikasi setelah update terakhir. Setiap klik produk mesti muncul halaman awal video dll yang gak guna karena loading nya laaammmaaaa... Bikin gak betah explore. HP saya kelas mid end RAM 12 gb loohh... Internet 4G+ tapi ketika buka halaman produk loading nya ngeselin... Kembalikan ke setingan awal, atau user Tokopedia bakalan habis berpindah...",1
tapi saya ga bisa verifikasi ya agar bisa beli Vape elektrik,5
sesuai aplikasi,5
mntap,5
Bagus 💪,5
Penganan yg buruk sekali.. sudah ada bukti transfer dan juga bukti mutasi tapi tetap tidak ada pengembalian dana dengan alasan dana tidak masuk.. Apa lu mau bilang kalo bank nya yg nipu Barang tidak ada uang pun tidak bisa kembali,1
"Saya komplen dari yang, barang bermasalah, pengembalian dana sampe barang belom sampai tapi keterangannya ""tiba di tujuan"" Semua komplenan SELESAI. Terimakasih untuk TOKOPEDIA atas PELAYANANNYA. ❤❤❤❤❤❤❤❤",5
Sudah lama pakai.semua limit hilang....udah bangkrut kayak GK ada dana lagi di tokopedia.bangrut smua limit letter di nol kan.waaah parah padahal sblum2nya bagus pembayaran.sudah bangkrut GK cuman sy aja smua temen juga demikian.makin GK bagus aja pelayanan nya,1
toko serba ada.,5
"Tolonglah kalo expedisi yg lambat2 kaya wahana jangan di masukin ke sistem, ga bisa di komplain juga lagi",2
Teruntuk Tokopedia hilangkan saja fitur batalkan pesanan klo ujung²nya penjual menolak pengajuan pembatalan biar sama² dirugikan,1
"HEI APLIKATOR KORUPTOR KENAPA JIKA TRANSAKSI GAGAL ANDA TIDAK MENGEMBALIKAN DENGAN BIAYA PENUH, NAMUN YANG ANDA REFUND HANYA BIAYA POKOK SEDANGKAN BIAYA LAIN2 YANG JUGA KAMI BAYARKAN TIDAK DIKEMBALIKAN, APA INI CARAMU CARI UANG DENGAN MEMBATALKAN TRANSAKSI DAN MENGAMBIL UANG DARI BIAYA LAIN2 ??????",1
Tiap order selalu dibatalkan sistem ... Gak niat jualan apk nya,1
"Makin aneh ni tokped saya beli barang di tiga toko, pengirimannya di jeda mulu sampai berhari hari ada yang 2hr belum dikirim ada yg 4hr malah blm dikirim juga, saya gak nyalahin pihak ekspedisi tapi pihak tokonya napa barang saya belum dikirim juga 😏 Gada yang bener belanja lewat tokped ni tokonya nya ancur semua. Maaf bukan saya membandingkan aplikasi lain saat ini oke oke aja gada masalah untuk kirim2 😔😔",1
"Buat promo, harga dan kelengkapan barang memang top, cuman kekurangan di durasi/lamanya pengiriman barang, untuk di luar pulau bisa memakan waktu 1minggu lebih dan di dalam pulau/daerah bahkan bisa memakan waktu 3-7 hari pengiriman. Tolong di perbaiki lagi sistemnya.",3
"Si CEPAT HALU expedisi TOLOL , barang 4 hari dikurir lain,bisa 14 hari belum sampai!",1
"Pembayaran sering gagal tanpa alasannya yg jelas,minimal kalo tidak memenuhi syarat di kasih tau jangan tiba² gagal mana gk ada info tentang syaratnya lagi aneh",1
bagus tapi gak bisa cod,4
"Tambah Lemot,, Sering Nge Hang,, Sortir produk dari harga terendah - tertinggi ga akurat.",1
aplikasi sampah,1
"Tolong, itu jasa pengiriman itu biarkan kami konsumen yg pilih, jangan dari sistem tokopedia yg pilihkan, paket saya, untuk jasa kirim, SICEPAT sudah 2 hari tidak sampai2, dan status pengiriman tidak ada perubahan, JNT juga terima COD",1
Busuk tidak nyampe barang nya,1
mantap joss,5
lah iya bagus,5
"Maaf sistem pelayanan Tokopedia semakin kesini semakin buruk terutama kurir expedisi JNT meretur paket seanak jidatnya, konsekuensi apa yang akan di berikan kepada kurir semacam itu..",1
Kok akun gue logout sendiri yang bener aje lu,1
👍bagus,4
gacor minnn🔥🔥🔥,4
